essay_id_comp,full_text,gender,holistic_essay_score,holistic_essay_score_3cat
3DA49C7B4B14,"I do not agree with technology to read students emotional expressions should be used because it is just a waste of money. I honestly believe that teachers or former students should know when someone is upset angry or happy. I mean it would be irrelavent for a school to spend thouasands of dollars to know when someone is upset. Teachers should be able to see if their own students would be upset.

Schools could spend the money on more important things like for textbooks gym equipment sports classrooms or even build another part to the school not some emotion detector. But hey it is 2018 anything could happen. In paragraph 5 it states ""In fact, we humans perform this same impressive ""calculation"" every day. For instance, you can probably tell how a friend is feeling simply by the look on her face.""

DR. Huang predicts. ""Then it could modify the lesson, like an effective human instructor."" How could that even work.",M,2,1
7DE71BA080D3,"The Facial Action coding system is a new software that can tell what peopls emotions are when they are trying to hide them. In the ""Making Mona Lisa Smile"" article they could find the percent of emtion the artist was feeling just by the way the picture was painted. Do you think its okay to use this sysem in a school setting?

I think its okay to use it in a school setting because it can see the true emotions the students feel. ""For instance, you can probaly tell how a friend is feeling simply by the look on her face. Of course, most of us would have trouble acually decribing each facial trate that conveys happy"" I thinks its a good idea to have because, some kids really suffer from deppersion and sadness and this computer program can help them get the help they need and to be happy again.

Next, what the computers can do is crazy, they can read your emotional expressions when you are trying to hide them. ""Using video imagery, the new emotions-recognition software tracks these facial movement- in a real face or in painted face of Mona Lisa."" These computers can read everyones exact emotions.

This coding system could help many schools and students in many diffrent ways. This device could be in the schools psychologists office or in the schools guidence office and the kids could go there to get there face expressions done once a month and if it keeps comig back sad then they could go get the help they need to be happy.

In conclusion I am all for the use of this technology in a school setting. It can help each indivitual in a diffrent way. If someone is feeling sad or deppressed and dosent want to tell anyone then the Facial Action Coding System could help them be happy again. ",F,3,2
D9682CF8AFBC,"In the article Making Mona Lisa Smile, the author describes how a new technology called the Facial Action Coding System (FACS) enables computers to identify human emotions. Because of the many uses of this innovative software, it is evident that FACS would be valuable technology to use with students in a classroom.

As we walk further into the world of more and more technology, a large majority of schools across the United States are beginning to use iPads, Chromebooks, and laptops for their everyday schooling. Textbooks are online, lesson videos are posted to Youtube, and practice games are played on apps. Students are relying more on technology than ever before. Because of this, FACS would be beneficial in the learning of students. For example, the passage states, '''A classroom computer could recognize when a student is becoming confused or bored,'Dr. Huang predicts. 'Then it could modify the lesson, like an effective human instructor, ''' (D'Alto, Paragraph 6). If technology could save teachers time from teaching material students already know, and if a computer could efficiently determine the needs of students, this generation of kids could excell in a much greater degree than it currently is.

Another great benefit of FACS is that it would be able to sort and filter material based on your emotions to previous content. The computer software is able to detect six different emotions in addition to being able to tell if your emotions are forced or truthful. Each muscle in your face helps to show your emotion. FACS can determine which muscles were used to make your expression and therefore differentiate between real and fake emotions (D'Alto, Paragraphs 7-8). In the classroom, teachers spend hours preparing lesson plans which sometimes include videos and games. If FACS could determine the teachers emotions to the different videos and games, it could sort additional videos and quickly find content that the teacher likes and can use for his or her class. This can clearly be done because the author states, ""For example, if you smile when a Web ad appears on your screen, a similar ad might follow. But if you frown, the next ad will be different,"" (D'Alto, Paragraph 6).

In addition, FACS could detect the emotions of students after watching lesson videos or playing class games to show their reactions to the content or even to show if they understand the material or are confused.

Now is a time where technology is growing and taking over places such as schools. It is important that teachers and students are provided with the best possible ways to teach and learn in order to ensure that the next generation of doctors, engineers, and CEOs is ready for whatever comes its way. Facial Action Coding System is clearly a piece of technology that will change the way classrooms work and will benefit students and teachers alike in the goal to train kids for generations to come. It helps teachers save time spent teaching material kids already know as well as sorting out content based merely on the emotions of the face. Finally, it provides a way for teachers to recognize confused students in an attempt to create the most efficient classrooms in which students can learn.   ",F,5,3
FE6BF289C08A,"The Facial Action Coding System is a very valuble computer software that I think could help save the lives of many students who are suffering from depression and thoughts of suicide and also students who are struggling with school and here is why. According to Dr. Huang, ""even though individuals often show varying degrees ""( like not smiling as broadly). Also according to the article, "" Using video imagery, the new emotion-recognition software tracks these facial movements- in a real face or in a painted face of Mona Lisa. By weighting the difference units, the software can identify mixed emotions ( as in da Vinci's masterpiece)."" The article also states "" A classroom computer could recognize when a student is becoming confused or bored,"" Dr. Huang predicts. ""Then it could modify the lesson, like an effective human instructor."" And that's how I think the Facial Action Coding System is a very valuble software that could many students suffering from depression and thoughts of suicide and also those who are struggling with school.",M,2,1
CF48D9415493,"How would you feel if there is a machine that can tell you how youe feeling or what your emotions are?

Well there is a software that is the lastest innovation from professer. I think this technology to read the emotional expressions of students in classrooms is valuable because its important for students to know how students are doing and feeling. Some students probably dont want to talk about how their feeling because there probably scared or something . Some kids in school go through depression which is bad because if kids go through depression, some kids will commit sucide and we dont want that to happen. For that computers to read humans minds, it has to have all fourty-four major muscles like in a human , then it also has to move like what humans muscle do. In this new software or invention, it can track your facial expressions and movement. Which that is amzaing because I really want to help our other students or kids out so they wont go through sad,depressed,mad,etc.

My conclusion to this is that its very helpful to have a machine to read or can tell how kids are doing now. We dont want student nor kids going to think about committing suicdue. We lost so much syduents or kids because they are going bullying. If they being bullyed you can at least talk to them or try to have the new invention read their emotions. Everyone is imporatant to this world. ",F,3,2
D10C00CF6E75,"The use of technology to read emotional expressions of students in the classroom is valuable. This information could help in many situations. This information could let the teacher know when a student doesn't feel good or is feeling angry or sad and maybe better teach the student or get the student emotional help. This could let the Teacher know when the student is happy and help the teacher ways to keep the student happy and working hard. This information could help stop many bad situations caused by emotional distress in the classroom.

Facial Action Coding System is ver valuable in the classroom. This software could help you know when a student is angry or sad. This information could help a teacher find new ways to better teach a student. With just the slightest knowledge of how a student feels in a classroom could help a teacher find ways to cheer up the student and find ways of teaching that better fit the student. Facial Action Coding System would effectivey open up ways of better understanding the student. The author says ""using video imagery, the new emotion-recognition software tracks these facial movement"" which could be a helpful way of determining students needs in the classroom.

Facial Action Coding System's way of understanding each students emotions can help with teachers keeping students on track and working hard. The software could help the teacher recognize when the student is happy. This information of the students happiness could indeed help the teacher come up with more ways of effectively motivating the student and getting them to work even harder. This software would better help the students and teachers to effectively make sure everyone is successful in the classroom.

The Facial Action Coding Software could help stop situations in the classroom. This software could easily tell the treacher when a student is feeling extra sad or angrier than usual. This information could help the teacher get the student emotional help such as a therapist, counselor, or medical help. For example, in the cases of school shootings, 90% of the time the reason these incidents happen is because in the classrooms people don't recognize how a student is feeling and that student doesn't get help. With this software it keeps people aware of others' emotions in the classroom. This could make it easier to get the student help and ultiately stop the possible outcome. In situations where fights break out, it is often because the teacher doesn't recognize a students anger and can't effectively calm the students down in time and prevent the fight. With the Facial Action Coding System a teacher would be able to see when a student is angry or a bad situation is about to happen and the teacher could quickly make sure the situation is avoided.

Facial Action Coding System would be very valuable in detecting students emotions in the classroom. The software could helpe boost the students learning experience and help boost the students performance. The software could also help the teacher recognize students emotions and help find better ways to teach the students. This software could even be the one thing that prevents a major tragedy from going down. The Facial Action Coding System would be greatly useful and effective within the classroom.",M,4,2
68FA8E38F667,"Is this technology to read the emotional expressions of students in the classroom valuable. This is a smart idea but im not sure if it is valuable or not because in pictures or paintings you can normally tell if they are angry,happy,sad, disusted, and fearful. Why do students need technology like this to tell the emotion of a painting? I think its a good idea but at the same time not because these students can use the techniology and try to photoshop a picture with this new technology or they can try to make they painting look alot differnet then what it needs to look like... I would know im a kid myself kids do these things all the time and get away with it, But at the same time thiss could get outta hand what if you cant tell the emotions of the picture or painitns then what? How would this new technology be used at school or at another area where they get trained on how to use FACS( Facial Action Coding System). Would parnets have to help apy for there students to use this new technology, would they have to raise money to get this in this in their schools?

All in all i think its a good idea for peolpe to get the feel of useing this technology like in the art class and and photo classes this would be a nice thing to have and use at schools and other places.",F,2,1
95FE7FC98A67,The new technology called Facial Action Coding System should should be used in a classroom to read the emotional expressions of the students. Why? you make ask. I belive it will actually rise the students smartness and test scores. Also it would be the best for years to come! It will hepl the students more smart becasue in classroom there are kids that are to scared/embrassed to rise their hand and ask questions. So if the teacher see a student is confused and sees that kid is to sacred to rise their hand then he would rexplain what he was teaching. Then if the technology shows he or she isnt confused then he would move on. This will be so great years to come because kids wouldn´t be left behind and wouldn´t feel that they have to drop out. If they will see their selfs being something big in the futer. Then we will have more doctors and mostly likely to find new medinces for illness like cancer. We will get sincetes to help us live in this earth longer and maybe hopefully keep the earth clean. They would be smart enugh to find new ways to keep the earth clean. Not even just to help the eart but help kids prevent from doing things that will harm themselfs and others. For an exmaple if the teacher sees somoene is so mad they can try to help and talk and that could help a school shooting because sometimes all we need to someone to talk to. So in conclusen i belive the new technology called Facial Action Coding System should be in the classroom because it will help the earth and thw world but mot imporantly us humans.,F,2,1
5B9B01174564,"This technology is not important in a classroom setting, because why spend so much money on something the human eye can do? According to the text, in paragraph 5, it states, ""For instance, you can probably tell how a friend is feeling simply by the look on her face."" They add this here to explain what the technology is seeing, but really, if you think about it, it's really saying that we can already do what this equipment can for much cheaper. The only way I see this peice of technology would be useful, is when students get confused while working on a device. According to paragraph 6, it states, ""A classroom computer could recognize when a student is becoming confused or bored... Then it could modify the lesson, like an effective human instructor."" While this is an interesting factor, we can also look at how many people these days ""freak out"" because, supposedly, the FBI is watching us through our computer cameras, and now we're welcoming technology because it can read our emotions? Someone could easily see this as an opportunity to hack into the cameras at the school, and watch children. Nobody would be aware of what is really happening, and the preditor would get away with watching students while they're trying to do their work. I do not see this sort of technology as a reliable source because we can do the same thing by looking at a person, and we're welcoming technology into schools that could easily get hacked, and all of a sudden, we have unknown people watching our students while in school.",F,3,2
B05BB65D7544,"We all know that not every student learns the same way as others. Also, there is not a teacher for each single student in the school. With the use of Facial Action Coding System students may find a more comfortable or more efficient way to learn or understant a class lesson.

The use of Facial Action Coding System in schools can help teachers know if their methods are effitient for their students or if a student feels confuse about what they are doing. In the text it says, ""A classroom computer could reccognize when a student is becoming confused or bored."" With this, we can see how it could become a lot easier for teachers to identify which parts of a topic are more confused for their students or how comfortable students feel about what they are trying to learn.

Some people may think that each student should be free to feel the way they want about school, but by knowing how the students are feeling can prevent problems about how they learn. Some students may have problems understanding that can lead them to lose care about school, but by recognizing this problems those students can recieve the right help or advices for their education.

Another reason why Facial Action Coding System should be used in school is because it may also recognize when a student does not feel happy about its own life. FACS can even recognize specific emotions and not just if someone is happy or sad. In the first paragraph it says, ""She is 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry."" This is what FACS can identify about only a picture. Now, imagine how more extensive can be a analysis about a student who is constantly making different expressions. This can show if a student feels very angry or vey frustated and not necessarly about school. It maybe familiar problems, even personal problems.

Some people and even parents may argue that the use of FACS can make the students feel spied. And this can make the students try to hide their emotions, but it can also be detected by the FACS. The FACS is not ment to be use to spy the emotions of students. Its goal is to undertand how the student feels so he or she can recieve the right help.

Finally, the use of this new technology can be very helpfull because it does not only identifies the problem. It actually can do something to solve it. If a student feels confused, the computer may show easier examples of more context so the student can feel comfortable about what he or she is learning. Another advantage of its use is that it will keep helping the student until he or she feels comfortable with it. Also this can be recognized by the use of FACS.

Some people may by against the use of FACS in schools because how expensive it may be, but this could be and effitient and usedull tool for teachers and students that can improve the way people learn.

In conclusion, Facial Action Coding System should be used in schools because it can identify if students have problems uderstanding a topic, or personal problems, and it also will do something trying to solve it. For those three main reasons, FACS should be used in schools.   ",M,5,3
F98C8AAA5BE3,"Let's imagine for a second that every student across the country has a computer that could recognize if a student was confused or bored with a lesson. This technology, known as the Facial Action Coding System, could then modify the lesson to either make it less confusing or more interesting to the student. Not only would this benefit students, but it would also benefit teachers, schools, and the overall learning of everyone in the country as well.

First the benefits would start with the students. Lessons would make sense and be engaging for all students. Classes would start to be more enjoyable to attend since everyone would understand the content. Less students would be likely to miss classes with such engaging lessons. The less classes the students miss, the more they understand and learn. Eventually grades and test scores would improve as well, making schoolwork less stressful. In general students would be learning more content in an easier way which would make them happier about school and learning in general.

Teachers would be next in line to benefit from the new technology. A teacher's success is based on the student's success. With the students learning more, doing well on tests, and being happier overall, a lot of the strain put on teachers would get taken away. Teachers are able to relax more and maybe even get paid more from the success of their students. Parents wouldn't have to blame teachers for not giving their children a chance to succeed either. With students and teachers benefiting from the Facial Action Coding System, schools would benefit as well.

Happy students and teachers means happy schools. With grades and tests improving, schools would become well known for making students successful. This means schools could get more funding to make sure they are able to keep everything running smoothly. Schools across the country would be able to make sure all students are being educated to the fullest extent that they can be. The overall learning of this new generation of students would greatly increase the overall learning of the country as well.

In short, everyone would benefit from the Facial Action Coding System. Students would learn more and be happier, teachers would be less stressed, and schools would then be more successful as well. If every student across the country had access to this technology, then the overall learning and happiness of everyone would greatly increase.",F,4,2
E12511F34C8F,"I believe using this technology to read students emotions and expressions is going to be very useful. I agree with the use of this technology to read students emotional expressions. I believe it is important to, as a teacher and parents to notice when the student or child is not doing fine.

For example in paragraph 5 the text says "".. you probobly tell how a friend is feeling simply by the look on his/her face"". This text shows that in a school with a lot of kids you can easily tell when one is not in a good mood and when one is. It is going to be much easier finding out how someone feels when having a big technical device help you as well. A statment from paragraph 6 it says ""A classroom computer could recognize when is a student is becoming confused or bored"". This helps the teacher know which of her classmates understands.

Another thing I would like to add is what if a student is thinking of something bad or personal and the device still reads his emotions? To me don't think thats appropiate. Lets agree to disagree by this statement ""They even indicate the difference between a genunie smile and a forced one"". This text the author stated was given in the middle between paragraphs 7 and 8.

Someone can be feeling down but with something private going on in their lives they might even tend to hide their emotions and not say a word I mean it has happened. Besides there's a difference from acting and emotions.

However let's get back to the agreement section. In paragraph 8 the author states ""According to the Feedback .... moving your facial muscles not only expresses emotions, but also may even help produce them"". No matter how your feeling there's going to be a way to hide your emotions when you don't want them to be seen or another thing, you can express them. Either way it's good for your muscles.

From this article ""Making Mona Lisa Smile"" I agreed on using this technology to read students emotions and expresssions is useful. Perpahps further on in the future this type of technology will be used more and will be advanced as well.                        ",F,3,2
289414C57E09,"The Emotional Classroom

Using technology when trying to find out if a student is lost or just does not get the topic is a useful thing to have in the classroom. The Facial Action Coding System which enables computers to identify human emotions is a great feat in artificial intelligence. Using technology like that in a common daily use could be what the future is all about. I know that the Facial Action Coding System is what the future of learning will be all about. For one, it helps teachers figure if students are interested or not, two, it allows computer programs to advance, and three, it will more importantly help the students.

For the longest time teachers have been trying to figure out if a student is in need of help. With new technology coming out people have been getting closer at achieving that goal. With the Facial Action Coding Systems teachers may now be able to figure out just how their student feels about a certain topic or problem they may be facing. According to details from the text Dr. Huang predicts, "" A classroom computer could recognize when a student is becoming confused or bored... Then it could modify the lesson, like an effective human instructor."" With that type of technology there is no reason why any student should be failng any of their classes.

With facial recognition being the next big thing in the world, people are coming up with more useful things than just capturing human emotions and giving back it to them. People are using this type of technology to advance their own needs. "" The same technology can make computer-animated faces more expressive--- for video games or video surgery."" Meaning, that when people want to make an expression for an animated movie they could just use a real person and track their movements and put them in the scene. Kids could learn from the facial software to help them understand different expressions made by other people so they know how to act in front of them in real life.

Let's say a student wants to ask their teacher a question but they just don't know what they want to ask, or they do know but don't know how to express their question. The FACS picks up their worried expression and gives it to the teacher. Now the teacher knows that the student is troubled and now finds different ways to help them out. Those are just some ways to help a child in need. I'm pretty sure that more scientist are coming up with more solutions to help students in the classroom. Most students are usually inable to ask the question they really need or are just too slow to get their question out before the teacher moves on. With FACS teachers are able to quickly catch on to what they just said and help the student out when they trully need it.

In conclusion I do belive that schools should get their hands on the Facial Action Coding Systems. For one, it help their teachers, two, it advances science, and three, it most importantly help the studensts in all that they need. Facial recognition is the kind of future that requires you to do minimal work. ",M,4,2
04B0A49C668B,"In my personal opinion, I believe a computer that can read a humans's emotions by just the picture on their face, would be a great idea for children. "" A classroom computer could recongnize when a student is becoming confused or bored"" that detail would be exstreamly valuble, if it became real in the future. ""Then it could modify the lesson, like an effective human instuctor"". Can you imagine of how student problems can solved, now with this new piece of technology?

However, a good side may also have bad side. Technology is still growing and becoming more useful then ever, we use techology everywhere, for daily life plans,communicating,playing games even shopping. With those pros, come with cons, technology also has become a tool for unkindness like cyber bullying, not only that. But sick minded people, who find ways to spy on others inside their private homes through their computer cameras. Yes, their are simple remedies, like put your computer away with the top down, or when your on soical media. Don't give friends your password or post anything you know would be harmful, so a perosn can hack into it, connect to wifi's that don't allow EVERYONE to connect to them, because (it does'nt happen all the time) a person with the right system can see what your doing on your phone.

In a conclusion, my point is now, that scientists want computers to

""'calculate' emotions"" . Hackers COULD find a stronger way, to make things dangerouse for people by reading their emotions through the person's private computer (unless this idea only stay in school sytems). Now, I know I may sound paraniod or even carzy, but if we're honest technology is scary. Not saying we should never use it or through it away, of course not ,it's become people's life blood now, we it for everything. More over, it's the people behind the techonogy that do the harm. Not the technology itself. I just really don't want to give more unkind people a better chance of physicaly or emtionaly hurting someone.

At the end of the day, I just don't want to give more unkind people like bullies,hackers and others be given a better chance of physiaclly or emitonaly hurting someone. It's great if scientists to come up with new ways to save people through techonogy, reading a perosn's emotions can fix things and not just for children but young adults, adults the elderly .Even people with specal dissablities, if their being tested, a computer can tell if they understand through the emitionals they give infront of the computer. I just want it to have a postive effact rather then a negitve one. ",F,3,2
3005ADCF9F86,"How i feel about this article talking about having a piece of technology that could show and tell you what people are feeling is pretty crazy.

Ok with starting this off i would say that i am against this because yeah it would be cool to see peoples emotions and see how people are feeling but i think it is bad because teachers for example would use it whenever and espically when a student is mad or acting strange or if the teacher and student got in an argument. The teacher would use it to see how they where feeling and with one other thing if a student is texting under his lap or something is smiling or showing some type of motion a teacher could have the machine read what they are feeling about during that time to even hundred percent know kids where on there phones that could be a good thing for teachers but bad for students and that would make students even more mad or anything towards school or teachers and i think something to let you see emotion would be bad to have in school because you don't need to no how people are feeling its not your buisness to know.

And to sum this all up in my conclusion to the essay of the article is that it would be cool to see something like that but not in school and they should have it set up in places where people could go in public. And try not in schools or places that need it like hospitals or places for crazy people just not school the end.",M,2,1
CD442C192B8F,"In this article of the "" Making Mona Lisa Smile"" I wouldnt beable to choose which side to be on with using this technolgy to read students' emotional expressions. Is it good for us to know how other people may feel, or is it invading in our own privacy. Our expressions are key to alot, but does this technlogy work I mean what if someone faked an expression and the technolgy gave us the wrong data back.

This technolgy proves Mona Lisa's expression, "" 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry"". Do we know that for sure? That she was feeling that way at that time, it is a painting. The artist could easily make a mistake on her face and give the wrong expression. This technolgy can be right, but the exact percentage of the persons feeling, that person doesn't even know that so how can a computer tell us it?.

"" The process begins when the computer constructs a 3-D computer model of the face; all 44 major muscles"". There are six emotions this technolgy collects thats happiness, suprise, anger, disgust, fear, and sadness. This technolgy can be good for our future to tell us some what of the persons expressions, but I domt beleive it will give you the 100 percent truth in things.

Computers aren't smarter then the human poulation itself I mean we created them. It might be smarter then one human, but not at. Someone can move there face and it doesn't have to be an exact expression. Without this technolgy knowing all expressions how is it going to know are right one. ""A classroom computer could recognize when a student is becoming confused or bored; bored maybe, but some people don't show expression to those things. To an expert, "" faces dont lie"", but humans lie all the time and yes you can tell by there face most of the time. But people get a way with murder, robbing, stealing, all from lying I mean did they tell form there face there were? No, because nothings 100 percent and I believe nothing can be that powerful to come up with those kinds of calculations.

From the short description of my thinkings, you tell me what you thing? I make these faces all the time, but yet doesn't mean im having the expression on what they make. No body should need a computer to tell what your feeling. Ask that person ? Don't let technolgy make up the world. There trying to find a expressions, movments, and etc. all with computers. Robots are being made from us, are world is changing so fast. When is this going to change ? Soon there going to have robotic figures working in businesses or fast food resturants or resturants period. We are left with what ?",F,3,2
2287B41B1C21,"The process begins when the computer constructs a 3-D computer model of the face; all 44 major muscles in the model must move like human muscles. Movement of one or more muscles is called an ""action unit."" Dr. Paul Eckman, the creator of FACS (Facial Action Coding System). He has classified six basic emotions - happiness,suprise,anger,disgust,fear, and sadness each characteristic movements of the facial muscles. For example, your frontalis pars lateralis muscle (above your eyes) raise your eyebrows when you're suprised; your orbicularis oris(around your mouth) tightens your lips to show anger. Using video imagery, the new emotion-recognition software can even identify mixed emotions. Each expression is compared against a neutral face (showing no emotion). ""A classroom computer could recognize when a student is becoming confused or bored,"" Dr. Huang predicts. ""Then it could modify the lesson, like an efective human instructor."" The same technology can make computer -animatedfaces more expressive- for video games or video surgery. Muscles called orbicularis oculi pars palpabraeus make crow's-feet around your eyes. But in a false smile, the mouth is stretched sideways using the zygomatic major and a different muscle, the risorius. To an expert, faces don't lie; these muscle clues are sometimes used to spot when a ""smiling"" politician or celebrity isn't being truthful. I belive it can read your emotional expressions better than a average human can because it can scan your face and see what your emotion is even if you pretend to be happy and your not. I think its a great creation soon everyone will use it and believe to.",F,1,1
789487D9748D,"This teachnology is the new technology that can read whether the person is happy, sad,angry or fear. It said when you open up a computer and something pop up that make you smile the technology will give you more of that. Although, this teacnology is useful i think to some students it might be valuable because if they study about art they might think is useful and valuable to them. On the other hand some students might think is not valuable because they are not intersted in this techology and they might feel unsafe around it.

This technology Is useful in a way because it detect how other people are feeling,even when they are hideing their emotions. Facial Action Coding System can be helpful to the FBI because it calculat emotions and when they have a case where they dont know who is the cimial they can use this technology to help them out. Eventhough they person might not look like they will be the cimial but if they try to use this technology it might help them figure it out faster. In the article is said ""Most human communication is nonverbal,including emotional communication. So computer need to understand too."" Although, computer is the techology in our everyday lives it such be able to read our emotion. This teachology will work for the students who are going to study in the art file.

Facial Action Coding System could go through your private system which some students would not wan't that to happen. If it could read your emotions it could read through you system and how you think and feel. Some students will think is invase of private area. Some students will feel unsafe around this technology because they feel like it know how to read your mind and how are you thinking. Students ahould feel safe when they are in school and around the technology in school.

Therefored, this technology should only be in a art classrooom or to the students who want to use it. It will help some students but in another hand some students will feel unsafe around it. Although, this techology is useful and valuble it should only be allow to the students who want to use it. If all over the school use this technology the school might get intouble too because what if the students dont want to use it and also their parents dont like it; the school could get sue for that. So therefore this techology should only be allow to the students who want to use.",F,3,2
ECFBEE2C79D7,"What if we always knew what everyone was feeling? It sounds like it would be great if we could always detect one another's facial expressions. However, every human being has a different individuality which sets them apart from everyone else. That individuality is what makes that person unique, and can effect the way that a technological device percieves them. Everyone thinks differently, learn in different ways, and expierence different things.

While it seems like reading the expressions of one another may be a good thing, you cannot depend on the technology when you do not even know how accurate the technology is. By the way that the technology is described, it seems that the process reads one's emotions based off 6 basic emotions: happiness, surprise, anger, disgust, fear, and sadness. However, humans feel much more than these 6 emotions. We can feel emotions such as confusion, passion, and boredom. If the technology is basing some one's emotions off those 6 universal emotions, the data cannot be completely accurate because those emotioins do not work together to create boredom or even confusion. The feeling of confusion is a comeplelty different emotion, it is not affected or made up of one's happiness or anger. A person cannot detect confusion simply from reading only 6 universal emotions.

""'A classroom computer could recognize when a student is becoming confused or bored.' Dr. Huang predicts. 'Then it could modify the lesson, like an effective human instructor,'""(D'Alto). While that would be particularly useful in an academic field, it may not work as well as anticipated. Every human being is unique and different, so therefore, they can become confused for different reasons or get bored of different things. What one student may find boring, another may find quite interesting. If that lesson plan changes for the student who is becoming disegaged in the lesson, it will affect the other student who use to find the lesson interesting, it may cause that student to then become confused or disinterested. That is a flaw with technology, it cannot benefit everyone equally because every human being is uniquely different and can be affected in different ways.

Many tend to hide their true feelings simply because they do not want others to know their true emotions. To read students' emotions in that way is an invasion of one's privacy. When people are sad, they hide that feeling because they either do not want to think about what is making them sad, or becuase they do not want to make the people around them sad as well. Reading the facial expressions of people, especially those who conceal their emotions, is similar to reading one's thoughts, which invades their private thoughts and emotions. When some one is hiding their emotions, that is their private feeling and should not be shared nor invaded unless with permission granted by that person.

All-in-all, the technology cannot be proven to be accurate since it can only read 6 emotions and many people expirence a much more vast variety of emotions, than the simple 6 universal emotions. Including the fact that everyone is unique in the way that htye think and project emotions and thoughts differently. The technology also cannot change the plans for students effectively since a change for one student could harm another student academically. And finally, to read one's emotions, including the emotions that they conceal would be invading their privacy. People hide their emotions for a reason, and those emotions should be kept to them, they should not be read because they are considered one's personal thoughts. ",F,5,3
DF1AA45CD325,"When sitting in class do you ever feel like you can read someones emotion, well now you can. With the new program Facial Action Coding System you can make a 3-D model of someone and scan the face mucsles to tell you what emotions they are feeling. You have six basic emotions that this program can detect just by your mucsles in your face. When they scanned Mona Lisa's face she was 83 percent happy, 9 percent disgusted, 6 percent fearful, 2 percent angry.

Now if people start turnning towards this method of telling how people feel instead of asking them to make them feel better then you are shutting yourself off from society and that's not okay. If you want to now how someone feels don't make a 3-D model of their face to have a computer tell you just go up and ask them how they feel and what will make them feel better. It amazes you when you find out how many people turn towards technology instead of face to face converstations.

Fianally if you scan someones face to see if you can make them feel better than you are doing it all wrong. You need to walk up to that person and say ""Are you okay, what do you need to help you"". Also when you do scan someones face they can put on whats called a ""Fake Smile"" and trick the computer into thinking it's a actual smile, so it will say they are happy when in reality you are mad or upset. Put down the elctronics and focus on what's important in life.",F,2,1
17319CEC54D5,"Have you evere want to chage whay you were learing becaus you didnt understand it are it just go boring. There is an technology that can help fix thata and it is called the Facial Action Coding System. I think that theis system is a good idea to have in a classroom for students.

In most classrooms there is only one teacher and he/she cant get to every student at the same time. If they implement this system into schools arounld the would then the program can alter it slef for that student tto help him or her to better understand the infromatin they are learning. this system can also he the teacher beetter understand what their student can undersand and what the need to work on.

Another reason this system is good for students is becaus it can benift them when they are learning a new langauge, the systme can aluter the program the student is wourking on to an easer or more diffeclt lesson.

So have you ever want you lesson to change so you can better understand it. the Facial Action Coding System is a good way to sater with. In all this system is a good way for schools to hel their students lean and understand infromather better. ",F,3,2
7C7FF43FD926,"My views on technology being used to read students emotional expressions is, that I am against this idea in certain cases. I feel like this could go agaisnt someones privacy and the way others can view them in certain different ways they did before. I don't believe that people should use technology to figure out if someone is feeling sad, happy, angry, confused etc.. because it is there privacy and not for anyone else to know unless you tell them so.

Another reason I can give is that the technology is almsot pointless when we can do this ourselves, they say it themselves ""For instance, you can probably tell how a friend is feeling by the simple look on their face"" The technology isnt needed when we can do this with our very own two eyes, The point of the techhnology is to give an accurate hypothosis of how we are feeling when we can give that just by talking to someone. There has been times where I've been texting people and know what there emotions is like just by texting them, when we get to know someone well enough we can sense if something is bothering them. This technology on the other hand takes that part of building a relationship with someone to a lower level, you would already know their emotions even in the classroom.

The last example I have is the fact that people can fake there emotons and people do it all the time. It is a tendency and human nature to put on a mask to hide if we are sad or hurt by something because at times we dont wanna hurt people. We could hide the way we feel all we want, because the computer doesnt know whats on the inside, it knows whats on the outside, which in another example in the first sentence saying ""She's 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry"" That is an example of the Leonardo Da Vinvi's ""Mona lise"" the question I have is how do we know thats how she actually feels? He doing a portait not telling her to show how she really feels while he paints. What I am getting at is, it is easy to put on a mask when everything does feel okay.

In conclusion, I don't think this technology is a bad idea, but I feel like it is not needed when we can figure it out just as much the computer can, just maybe not as on point so to speak, but it is someones privacy and not anyones elses unless the person chooses to say.",M,3,2
